file_name,image_file,timestamp,storage_group,sample_id,day,side,ripening_index,split
T10_d19_220_a_4,T10_d19_220_a_4.jpg,2022-04-22 12:53:54,T10,220,19,a,4,test
T10_d19_220_b_4,T10_d19_220_b_4.jpg,2022-04-22 12:53:59,T10,220,19,b,4,test
T10_d20_220_a_4,T10_d20_220_a_4.jpg,2022-04-23 12:27:19,T10,220,20,a,4,test
T10_d20_220_b_4,T10_d20_220_b_4.jpg,2022-04-23 12:27:23,T10,220,20,b,4,test
T10_d21_220_a_4,T10_d21_220_a_4.jpg,2022-04-24 14:39:04,T10,220,21,a,4,test
T10_d21_220_b_4,T10_d21_220_b_4.jpg,2022-04-24 14:39:08,T10,220,21,b,4,test
T10_d22_220_a_4,T10_d22_220_a_4.jpg,2022-04-25 14:32:00,T10,220,22,a,4,test
T10_d22_220_b_4,T10_d22_220_b_4.jpg,2022-04-25 14:32:04,T10,220,22,b,4,test
T10_d23_220_a_5,T10_d23_220_a_5.jpg,2022-04-26 11:58:17,T10,220,23,a,5,test
T10_d23_220_b_5,T10_d23_220_b_5.jpg,2022-04-26 11:58:21,T10,220,23,b,5,test
T10_d24_220_a_5,T10_d24_220_a_5.jpg,2022-04-27 15:15:50,T10,220,24,a,5,test
T10_d24_220_b_5,T10_d24_220_b_5.jpg,2022-04-27 15:15:55,T10,220,24,b,5,test
T10_d25_220_a_5,T10_d25_220_a_5.jpg,2022-04-28 17:56:18,T10,220,25,a,5,test
T10_d25_220_b_5,T10_d25_220_b_5.jpg,2022-04-28 17:56:23,T10,220,25,b,5,test
T10_d26_220_a_5,T10_d26_220_a_5.jpg,2022-04-29 14:21:39,T10,220,26,a,5,test
T10_d26_220_b_5,T10_d26_220_b_5.jpg,2022-04-29 14:21:43,T10,220,26,b,5,test
T10_d01_221_a_1,T10_d01_221_a_1.jpg,2022-04-03 18:25:34,T10,221,1,a,1,test
T10_d01_221_b_1,T10_d01_221_b_1.jpg,2022-04-03 18:25:45,T10,221,1,b,1,test
T10_d02_221_a_1,T10_d02_221_a_1.jpg,2022-04-05 10:48:01,T10,221,2,a,1,test
T10_d02_221_b_1,T10_d02_221_b_1.jpg,2022-04-05 10:48:17,T10,221,2,b,1,test
T10_d03_221_a_1,T10_d03_221_a_1.jpg,2022-04-06 10:21:04,T10,221,3,a,1,test
T10_d03_221_b_1,T10_d03_221_b_1.jpg,2022-04-06 10:21:14,T10,221,3,b,1,test
T10_d04_221_a_1,T10_d04_221_a_1.jpg,2022-04-07 10:18:29,T10,221,4,a,1,test
T10_d04_221_b_1,T10_d04_221_b_1.jpg,2022-04-07 10:18:38,T10,221,4,b,1,test
T10_d05_221_a_1,T10_d05_221_a_1.jpg,2022-04-08 10:56:05,T10,221,5,a,1,test
T10_d05_221_b_1,T10_d05_221_b_1.jpg,2022-04-08 10:56:13,T10,221,5,b,1,test
T10_d06_221_a_1,T10_d06_221_a_1.jpg,2022-04-09 11:02:15,T10,221,6,a,1,test
T10_d06_221_b_1,T10_d06_221_b_1.jpg,2022-04-09 11:02:23,T10,221,6,b,1,test
T10_d07_221_a_2,T10_d07_221_a_2.jpg,2022-04-10 11:05:46,T10,221,7,a,2,test
T10_d07_221_b_2,T10_d07_221_b_2.jpg,2022-04-10 11:05:55,T10,221,7,b,2,test
T10_d08_221_a_2,T10_d08_221_a_2.jpg,2022-04-11 10:37:44,T10,221,8,a,2,test
T10_d08_221_b_2,T10_d08_221_b_2.jpg,2022-04-11 10:37:50,T10,221,8,b,2,test
T10_d09_221_a_2,T10_d09_221_a_2.jpg,2022-04-12 10:53:48,T10,221,9,a,2,test
T10_d09_221_b_2,T10_d09_221_b_2.jpg,2022-04-12 10:53:55,T10,221,9,b,2,test
T10_d10_221_a_3,T10_d10_221_a_3.jpg,2022-04-13 10:50:48,T10,221,10,a,3,test
T10_d10_221_b_3,T10_d10_221_b_3.jpg,2022-04-13 10:50:55,T10,221,10,b,3,test
T10_d11_221_a_3,T10_d11_221_a_3.jpg,2022-04-14 11:02:24,T10,221,11,a,3,test
T10_d11_221_b_3,T10_d11_221_b_3.jpg,2022-04-14 11:02:30,T10,221,11,b,3,test
T10_d12_221_a_3,T10_d12_221_a_3.jpg,2022-04-15 17:26:56,T10,221,12,a,3,test
T10_d12_221_b_3,T10_d12_221_b_3.jpg,2022-04-15 17:27:00,T10,221,12,b,3,test
T10_d13_221_a_3,T10_d13_221_a_3.jpg,2022-04-16 13:18:54,T10,221,13,a,3,test
T10_d13_221_b_3,T10_d13_221_b_3.jpg,2022-04-16 13:18:59,T10,221,13,b,3,test
T10_d14_221_a_3,T10_d14_221_a_3.jpg,2022-04-17 14:48:58,T10,221,14,a,3,test
T10_d14_221_b_3,T10_d14_221_b_3.jpg,2022-04-17 14:49:02,T10,221,14,b,3,test
T10_d15_221_a_3,T10_d15_221_a_3.jpg,2022-04-18 14:55:26,T10,221,15,a,3,test
T10_d15_221_b_3,T10_d15_221_b_3.jpg,2022-04-18 14:55:30,T10,221,15,b,3,test
T10_d16_221_a_3,T10_d16_221_a_3.jpg,2022-04-19 12:43:59,T10,221,16,a,3,test
T10_d16_221_b_3,T10_d16_221_b_3.jpg,2022-04-19 12:44:03,T10,221,16,b,3,test
T10_d17_221_a_4,T10_d17_221_a_4.jpg,2022-04-20 11:47:11,T10,221,17,a,4,test
T10_d17_221_b_4,T10_d17_221_b_4.jpg,2022-04-20 11:47:16,T10,221,17,b,4,test
T10_d18_221_a_4,T10_d18_221_a_4.jpg,2022-04-21 12:58:41,T10,221,18,a,4,test
T10_d18_221_b_4,T10_d18_221_b_4.jpg,2022-04-21 12:58:47,T10,221,18,b,4,test
T10_d19_221_a_4,T10_d19_221_a_4.jpg,2022-04-22 12:26:10,T10,221,19,a,4,test
T10_d19_221_b_4,T10_d19_221_b_4.jpg,2022-04-22 12:26:16,T10,221,19,b,4,test
T10_d01_223_a_1,T10_d01_223_a_1.jpg,2022-04-04 11:55:32,T10,223,1,a,1,train
T10_d01_223_b_1,T10_d01_223_b_1.jpg,2022-04-04 11:55:43,T10,223,1,b,1,train
T10_d02_223_a_1,T10_d02_223_a_1.jpg,2022-04-05 11:54:29,T10,223,2,a,1,train
T10_d02_223_b_1,T10_d02_223_b_1.jpg,2022-04-05 11:54:39,T10,223,2,b,1,train
T10_d03_223_a_1,T10_d03_223_a_1.jpg,2022-04-06 11:11:22,T10,223,3,a,1,train
T10_d03_223_b_1,T10_d03_223_b_1.jpg,2022-04-06 11:11:32,T10,223,3,b,1,train
T10_d04_223_a_1,T10_d04_223_a_1.jpg,2022-04-07 10:46:59,T10,223,4,a,1,train
T10_d04_223_b_1,T10_d04_223_b_1.jpg,2022-04-07 10:47:08,T10,223,4,b,1,train
T10_d05_223_a_1,T10_d05_223_a_1.jpg,2022-04-08 11:28:05,T10,223,5,a,1,train
T10_d05_223_b_1,T10_d05_223_b_1.jpg,2022-04-08 11:28:12,T10,223,5,b,1,train
T10_d06_223_a_1,T10_d06_223_a_1.jpg,2022-04-09 11:53:52,T10,223,6,a,1,train
T10_d06_223_b_1,T10_d06_223_b_1.jpg,2022-04-09 11:53:59,T10,223,6,b,1,train
T10_d07_223_a_1,T10_d07_223_a_1.jpg,2022-04-10 11:47:55,T10,223,7,a,1,train
T10_d07_223_b_1,T10_d07_223_b_1.jpg,2022-04-10 11:48:02,T10,223,7,b,1,train
T10_d08_223_a_1,T10_d08_223_a_1.jpg,2022-04-11 11:12:37,T10,223,8,a,1,train
T10_d08_223_b_1,T10_d08_223_b_1.jpg,2022-04-11 11:12:43,T10,223,8,b,1,train
T10_d09_223_a_2,T10_d09_223_a_2.jpg,2022-04-12 11:27:11,T10,223,9,a,2,train
T10_d09_223_b_2,T10_d09_223_b_2.jpg,2022-04-12 11:27:18,T10,223,9,b,2,train
T10_d10_223_a_2,T10_d10_223_a_2.jpg,2022-04-13 11:21:16,T10,223,10,a,2,train
T10_d10_223_b_2,T10_d10_223_b_2.jpg,2022-04-13 11:21:24,T10,223,10,b,2,train
T10_d11_223_a_2,T10_d11_223_a_2.jpg,2022-04-14 11:44:27,T10,223,11,a,2,train
T10_d11_223_b_2,T10_d11_223_b_2.jpg,2022-04-14 11:44:35,T10,223,11,b,2,train
T10_d12_223_a_2,T10_d12_223_a_2.jpg,2022-04-15 16:12:13,T10,223,12,a,2,train
T10_d12_223_b_2,T10_d12_223_b_2.jpg,2022-04-15 16:12:18,T10,223,12,b,2,train
T10_d13_223_a_2,T10_d13_223_a_2.jpg,2022-04-16 13:36:28,T10,223,13,a,2,train
T10_d13_223_b_2,T10_d13_223_b_2.jpg,2022-04-16 13:36:33,T10,223,13,b,2,train
T10_d14_223_a_2,T10_d14_223_a_2.jpg,2022-04-17 15:14:52,T10,223,14,a,2,train
T10_d14_223_b_2,T10_d14_223_b_2.jpg,2022-04-17 15:14:57,T10,223,14,b,2,train
T10_d15_223_a_3,T10_d15_223_a_3.jpg,2022-04-18 15:41:16,T10,223,15,a,3,train
T10_d15_223_b_3,T10_d15_223_b_3.jpg,2022-04-18 15:41:23,T10,223,15,b,3,train
T10_d16_223_a_3,T10_d16_223_a_3.jpg,2022-04-19 12:18:09,T10,223,16,a,3,train
T10_d16_223_b_3,T10_d16_223_b_3.jpg,2022-04-19 12:18:13,T10,223,16,b,3,train
T10_d17_223_a_3,T10_d17_223_a_3.jpg,2022-04-20 12:09:59,T10,223,17,a,3,train
T10_d17_223_b_3,T10_d17_223_b_3.jpg,2022-04-20 12:10:04,T10,223,17,b,3,train
T10_d01_227_a_1,T10_d01_227_a_1.jpg,2022-04-04 11:13:47,T10,227,1,a,1,train
T10_d01_227_b_1,T10_d01_227_b_1.jpg,2022-04-04 11:13:57,T10,227,1,b,1,train
T10_d02_227_a_2,T10_d02_227_a_2.jpg,2022-04-05 12:24:40,T10,227,2,a,2,train
T10_d02_227_b_2,T10_d02_227_b_2.jpg,2022-04-05 12:24:47,T10,227,2,b,2,train
T10_d03_227_a_2,T10_d03_227_a_2.jpg,2022-04-06 12:24:29,T10,227,3,a,2,train
T10_d03_227_b_2,T10_d03_227_b_2.jpg,2022-04-06 12:24:41,T10,227,3,b,2,train
T10_d04_227_a_3,T10_d04_227_a_3.jpg,2022-04-07 11:58:45,T10,227,4,a,3,train
T10_d04_227_b_3,T10_d04_227_b_3.jpg,2022-04-07 11:58:53,T10,227,4,b,3,train
T10_d05_227_a_4,T10_d05_227_a_4.jpg,2022-04-08 12:39:26,T10,227,5,a,4,train
T10_d05_227_b_4,T10_d05_227_b_4.jpg,2022-04-08 12:39:46,T10,227,5,b,4,train
T10_d06_227_a_4,T10_d06_227_a_4.jpg,2022-04-09 12:48:20,T10,227,6,a,4,train
T10_d06_227_b_4,T10_d06_227_b_4.jpg,2022-04-09 12:48:26,T10,227,6,b,4,train
T10_d07_227_a_4,T10_d07_227_a_4.jpg,2022-04-10 12:17:40,T10,227,7,a,4,train
T10_d07_227_b_4,T10_d07_227_b_4.jpg,2022-04-10 12:17:46,T10,227,7,b,4,train
T10_d08_227_a_4,T10_d08_227_a_4.jpg,2022-04-11 12:18:40,T10,227,8,a,4,train
T10_d08_227_b_4,T10_d08_227_b_4.jpg,2022-04-11 12:18:46,T10,227,8,b,4,train
T10_d09_227_a_5,T10_d09_227_a_5.jpg,2022-04-12 12:47:50,T10,227,9,a,5,train
T10_d09_227_b_5,T10_d09_227_b_5.jpg,2022-04-12 12:47:56,T10,227,9,b,5,train
T10_d10_227_a_5,T10_d10_227_a_5.jpg,2022-04-13 12:15:37,T10,227,10,a,5,train
T10_d10_227_b_5,T10_d10_227_b_5.jpg,2022-04-13 12:15:42,T10,227,10,b,5,train
T10_d11_227_a_5,T10_d11_227_a_5.jpg,2022-04-14 13:10:42,T10,227,11,a,5,train
T10_d11_227_b_5,T10_d11_227_b_5.jpg,2022-04-14 13:10:48,T10,227,11,b,5,train
T10_d12_227_a_5,T10_d12_227_a_5.jpg,2022-04-15 17:05:34,T10,227,12,a,5,train
T10_d12_227_b_5,T10_d12_227_b_5.jpg,2022-04-15 17:05:40,T10,227,12,b,5,train
T10_d13_227_a_5,T10_d13_227_a_5.jpg,2022-04-16 13:53:37,T10,227,13,a,5,train
T10_d13_227_b_5,T10_d13_227_b_5.jpg,2022-04-16 13:53:42,T10,227,13,b,5,train
T10_d14_227_a_5,T10_d14_227_a_5.jpg,2022-04-17 15:58:59,T10,227,14,a,5,train
T10_d14_227_b_5,T10_d14_227_b_5.jpg,2022-04-17 15:59:04,T10,227,14,b,5,train
T10_d15_227_a_5,T10_d15_227_a_5.jpg,2022-04-18 16:05:37,T10,227,15,a,5,train
T10_d15_227_b_5,T10_d15_227_b_5.jpg,2022-04-18 16:05:42,T10,227,15,b,5,train
T10_d16_227_a_5,T10_d16_227_a_5.jpg,2022-04-19 13:30:34,T10,227,16,a,5,train
T10_d16_227_b_5,T10_d16_227_b_5.jpg,2022-04-19 13:30:39,T10,227,16,b,5,train
T10_d17_227_a_5,T10_d17_227_a_5.jpg,2022-04-20 13:11:41,T10,227,17,a,5,train
T10_d17_227_b_5,T10_d17_227_b_5.jpg,2022-04-20 13:11:46,T10,227,17,b,5,train
T10_d18_227_a_5,T10_d18_227_a_5.jpg,2022-04-21 14:22:37,T10,227,18,a,5,train
T10_d18_227_b_5,T10_d18_227_b_5.jpg,2022-04-21 14:22:41,T10,227,18,b,5,train
T10_d19_227_a_5,T10_d19_227_a_5.jpg,2022-04-22 13:40:43,T10,227,19,a,5,train
T10_d19_227_b_5,T10_d19_227_b_5.jpg,2022-04-22 13:40:47,T10,227,19,b,5,train
T10_d20_227_a_5,T10_d20_227_a_5.jpg,2022-04-23 13:21:52,T10,227,20,a,5,train
T10_d20_227_b_5,T10_d20_227_b_5.jpg,2022-04-23 13:21:56,T10,227,20,b,5,train
T10_d21_227_a_5,T10_d21_227_a_5.jpg,2022-04-24 15:22:24,T10,227,21,a,5,train
T10_d21_227_b_5,T10_d21_227_b_5.jpg,2022-04-24 15:22:31,T10,227,21,b,5,train
T10_d22_227_a_5,T10_d22_227_a_5.jpg,2022-04-25 15:25:57,T10,227,22,a,5,train
T10_d22_227_b_5,T10_d22_227_b_5.jpg,2022-04-25 15:26:03,T10,227,22,b,5,train
T10_d23_227_a_5,T10_d23_227_a_5.jpg,2022-04-26 13:13:12,T10,227,23,a,5,train
T10_d23_227_b_5,T10_d23_227_b_5.jpg,2022-04-26 13:13:15,T10,227,23,b,5,train
T10_d24_227_a_5,T10_d24_227_a_5.jpg,2022-04-27 15:59:12,T10,227,24,a,5,train
T10_d24_227_b_5,T10_d24_227_b_5.jpg,2022-04-27 15:59:17,T10,227,24,b,5,train
T10_d25_227_a_5,T10_d25_227_a_5.jpg,2022-04-28 19:59:14,T10,227,25,a,5,train
T10_d25_227_b_5,T10_d25_227_b_5.jpg,2022-04-28 19:59:20,T10,227,25,b,5,train
T10_d26_227_a_5,T10_d26_227_a_5.jpg,2022-04-29 14:40:44,T10,227,26,a,5,train
T10_d26_227_b_5,T10_d26_227_b_5.jpg,2022-04-29 14:40:50,T10,227,26,b,5,train
T10_d01_229_a_1,T10_d01_229_a_1.jpg,2022-04-04 11:17:32,T10,229,1,a,1,train
T10_d01_229_b_1,T10_d01_229_b_1.jpg,2022-04-04 11:17:41,T10,229,1,b,1,train
T10_d02_229_a_1,T10_d02_229_a_1.jpg,2022-04-05 12:25:06,T10,229,2,a,1,train
T10_d02_229_b_1,T10_d02_229_b_1.jpg,2022-04-05 12:25:15,T10,229,2,b,1,train
T10_d03_229_a_1,T10_d03_229_a_1.jpg,2022-04-06 12:25:11,T10,229,3,a,1,train
T10_d03_229_b_1,T10_d03_229_b_1.jpg,2022-04-06 12:25:21,T10,229,3,b,1,train
T10_d04_229_a_1,T10_d04_229_a_1.jpg,2022-04-07 11:59:20,T10,229,4,a,1,train
T10_d04_229_b_1,T10_d04_229_b_1.jpg,2022-04-07 11:59:28,T10,229,4,b,1,train
T10_d05_229_a_1,T10_d05_229_a_1.jpg,2022-04-08 12:40:10,T10,229,5,a,1,train
T10_d05_229_b_1,T10_d05_229_b_1.jpg,2022-04-08 12:40:16,T10,229,5,b,1,train
T10_d06_229_a_1,T10_d06_229_a_1.jpg,2022-04-09 12:48:41,T10,229,6,a,1,train
T10_d06_229_b_1,T10_d06_229_b_1.jpg,2022-04-09 12:48:46,T10,229,6,b,1,train
T10_d07_229_a_1,T10_d07_229_a_1.jpg,2022-04-10 12:18:08,T10,229,7,a,1,train
T10_d07_229_b_1,T10_d07_229_b_1.jpg,2022-04-10 12:18:14,T10,229,7,b,1,train
T10_d08_229_a_1,T10_d08_229_a_1.jpg,2022-04-11 12:19:21,T10,229,8,a,1,train
T10_d08_229_b_1,T10_d08_229_b_1.jpg,2022-04-11 12:19:26,T10,229,8,b,1,train
T10_d09_229_a_2,T10_d09_229_a_2.jpg,2022-04-12 12:48:11,T10,229,9,a,2,train
T10_d09_229_b_2,T10_d09_229_b_2.jpg,2022-04-12 12:48:17,T10,229,9,b,2,train
T10_d10_229_a_2,T10_d10_229_a_2.jpg,2022-04-13 12:15:59,T10,229,10,a,2,train
T10_d10_229_b_2,T10_d10_229_b_2.jpg,2022-04-13 12:16:05,T10,229,10,b,2,train
T10_d11_229_a_3,T10_d11_229_a_3.jpg,2022-04-14 13:11:06,T10,229,11,a,3,train
T10_d11_229_b_3,T10_d11_229_b_3.jpg,2022-04-14 13:11:12,T10,229,11,b,3,train
T10_d12_229_a_3,T10_d12_229_a_3.jpg,2022-04-15 17:05:54,T10,229,12,a,3,train
T10_d12_229_b_3,T10_d12_229_b_3.jpg,2022-04-15 17:05:58,T10,229,12,b,3,train
T10_d13_229_a_3,T10_d13_229_a_3.jpg,2022-04-16 13:53:50,T10,229,13,a,3,train
T10_d13_229_b_3,T10_d13_229_b_3.jpg,2022-04-16 13:53:55,T10,229,13,b,3,train
T10_d14_229_a_3,T10_d14_229_a_3.jpg,2022-04-17 15:59:18,T10,229,14,a,3,train
T10_d14_229_b_3,T10_d14_229_b_3.jpg,2022-04-17 15:59:23,T10,229,14,b,3,train
T10_d15_229_a_3,T10_d15_229_a_3.jpg,2022-04-18 16:05:56,T10,229,15,a,3,train
T10_d15_229_b_3,T10_d15_229_b_3.jpg,2022-04-18 16:06:00,T10,229,15,b,3,train
T10_d16_229_a_3,T10_d16_229_a_3.jpg,2022-04-19 13:30:51,T10,229,16,a,3,train
T10_d16_229_b_3,T10_d16_229_b_3.jpg,2022-04-19 13:30:55,T10,229,16,b,3,train
T10_d17_229_a_4,T10_d17_229_a_4.jpg,2022-04-20 13:12:02,T10,229,17,a,4,train
T10_d17_229_b_4,T10_d17_229_b_4.jpg,2022-04-20 13:12:07,T10,229,17,b,4,train
T10_d18_229_a_4,T10_d18_229_a_4.jpg,2022-04-21 14:22:59,T10,229,18,a,4,train
T10_d18_229_b_4,T10_d18_229_b_4.jpg,2022-04-21 14:23:03,T10,229,18,b,4,train
T10_d19_229_a_4,T10_d19_229_a_4.jpg,2022-04-22 13:40:58,T10,229,19,a,4,train
T10_d19_229_b_4,T10_d19_229_b_4.jpg,2022-04-22 13:41:02,T10,229,19,b,4,train
T10_d20_229_a_4,T10_d20_229_a_4.jpg,2022-04-23 13:22:08,T10,229,20,a,4,train
T10_d20_229_b_4,T10_d20_229_b_4.jpg,2022-04-23 13:22:12,T10,229,20,b,4,train
T10_d21_229_a_5,T10_d21_229_a_5.jpg,2022-04-24 15:22:46,T10,229,21,a,5,train
T10_d21_229_b_5,T10_d21_229_b_5.jpg,2022-04-24 15:22:50,T10,229,21,b,5,train
T10_d22_229_a_5,T10_d22_229_a_5.jpg,2022-04-25 15:26:20,T10,229,22,a,5,train
T10_d22_229_b_5,T10_d22_229_b_5.jpg,2022-04-25 15:26:26,T10,229,22,b,5,train
T10_d23_229_a_5,T10_d23_229_a_5.jpg,2022-04-26 13:13:28,T10,229,23,a,5,train
T10_d23_229_b_5,T10_d23_229_b_5.jpg,2022-04-26 13:13:33,T10,229,23,b,5,train
T10_d24_229_a_5,T10_d24_229_a_5.jpg,2022-04-27 15:59:30,T10,229,24,a,5,train
T10_d24_229_b_5,T10_d24_229_b_5.jpg,2022-04-27 15:59:35,T10,229,24,b,5,train
T10_d25_229_a_5,T10_d25_229_a_5.jpg,2022-04-28 19:59:35,T10,229,25,a,5,train
T10_d25_229_b_5,T10_d25_229_b_5.jpg,2022-04-28 19:59:40,T10,229,25,b,5,train
T10_d26_229_a_5,T10_d26_229_a_5.jpg,2022-04-29 14:41:03,T10,229,26,a,5,train
T10_d26_229_b_5,T10_d26_229_b_5.jpg,2022-04-29 14:41:07,T10,229,26,b,5,train
T10_d01_233_a_1,T10_d01_233_a_1.jpg,2022-04-04 11:56:07,T10,233,1,a,1,test
T10_d01_233_b_1,T10_d01_233_b_1.jpg,2022-04-04 11:56:17,T10,233,1,b,1,test
T10_d02_233_a_1,T10_d02_233_a_1.jpg,2022-04-05 11:55:05,T10,233,2,a,1,test
T10_d02_233_b_1,T10_d02_233_b_1.jpg,2022-04-05 11:55:15,T10,233,2,b,1,test
T10_d03_233_a_1,T10_d03_233_a_1.jpg,2022-04-06 11:12:29,T10,233,3,a,1,test
T10_d03_233_b_1,T10_d03_233_b_1.jpg,2022-04-06 11:12:44,T10,233,3,b,1,test
T10_d04_233_a_1,T10_d04_233_a_1.jpg,2022-04-07 10:47:32,T10,233,4,a,1,test
T10_d04_233_b_1,T10_d04_233_b_1.jpg,2022-04-07 10:47:41,T10,233,4,b,1,test
T10_d05_233_a_2,T10_d05_233_a_2.jpg,2022-04-08 11:28:51,T10,233,5,a,2,test
T10_d05_233_b_2,T10_d05_233_b_2.jpg,2022-04-08 11:28:58,T10,233,5,b,2,test
T10_d06_233_a_2,T10_d06_233_a_2.jpg,2022-04-09 11:54:17,T10,233,6,a,2,test
T10_d06_233_b_2,T10_d06_233_b_2.jpg,2022-04-09 11:54:24,T10,233,6,b,2,test
T10_d07_233_a_2,T10_d07_233_a_2.jpg,2022-04-10 11:48:23,T10,233,7,a,2,test
T10_d07_233_b_2,T10_d07_233_b_2.jpg,2022-04-10 11:48:31,T10,233,7,b,2,test
T10_d08_233_a_2,T10_d08_233_a_2.jpg,2022-04-11 11:13:01,T10,233,8,a,2,test
T10_d08_233_b_2,T10_d08_233_b_2.jpg,2022-04-11 11:13:07,T10,233,8,b,2,test
T10_d09_233_a_3,T10_d09_233_a_3.jpg,2022-04-12 11:27:37,T10,233,9,a,3,test
T10_d09_233_b_3,T10_d09_233_b_3.jpg,2022-04-12 11:27:45,T10,233,9,b,3,test
T10_d10_233_a_3,T10_d10_233_a_3.jpg,2022-04-13 11:21:44,T10,233,10,a,3,test
T10_d10_233_b_3,T10_d10_233_b_3.jpg,2022-04-13 11:21:50,T10,233,10,b,3,test
T10_d11_233_a_3,T10_d11_233_a_3.jpg,2022-04-14 11:44:58,T10,233,11,a,3,test
T10_d11_233_b_3,T10_d11_233_b_3.jpg,2022-04-14 11:45:03,T10,233,11,b,3,test
T10_d12_233_a_3,T10_d12_233_a_3.jpg,2022-04-15 16:12:31,T10,233,12,a,3,test
T10_d12_233_b_3,T10_d12_233_b_3.jpg,2022-04-15 16:12:36,T10,233,12,b,3,test
T10_d13_233_a_3,T10_d13_233_a_3.jpg,2022-04-16 13:36:41,T10,233,13,a,3,test
T10_d13_233_b_3,T10_d13_233_b_3.jpg,2022-04-16 13:36:45,T10,233,13,b,3,test
T10_d14_233_a_3,T10_d14_233_a_3.jpg,2022-04-17 15:15:16,T10,233,14,a,3,test
T10_d14_233_b_3,T10_d14_233_b_3.jpg,2022-04-17 15:15:20,T10,233,14,b,3,test
T10_d15_233_a_3,T10_d15_233_a_3.jpg,2022-04-18 15:41:37,T10,233,15,a,3,test
T10_d15_233_b_3,T10_d15_233_b_3.jpg,2022-04-18 15:41:41,T10,233,15,b,3,test
T10_d16_233_a_3,T10_d16_233_a_3.jpg,2022-04-19 12:18:35,T10,233,16,a,3,test
T10_d16_233_b_3,T10_d16_233_b_3.jpg,2022-04-19 12:18:40,T10,233,16,b,3,test
T10_d17_233_a_4,T10_d17_233_a_4.jpg,2022-04-20 12:10:20,T10,233,17,a,4,test
T10_d17_233_b_4,T10_d17_233_b_4.jpg,2022-04-20 12:10:25,T10,233,17,b,4,test
T10_d18_233_a_4,T10_d18_233_a_4.jpg,2022-04-21 13:39:55,T10,233,18,a,4,test
T10_d18_233_b_4,T10_d18_233_b_4.jpg,2022-04-21 13:40:00,T10,233,18,b,4,test
T10_d19_233_a_5,T10_d19_233_a_5.jpg,2022-04-22 12:54:24,T10,233,19,a,5,test
T10_d19_233_b_5,T10_d19_233_b_5.jpg,2022-04-22 12:54:30,T10,233,19,b,5,test
T10_d20_233_a_5,T10_d20_233_a_5.jpg,2022-04-23 12:27:38,T10,233,20,a,5,test
T10_d20_233_b_5,T10_d20_233_b_5.jpg,2022-04-23 12:27:44,T10,233,20,b,5,test
T10_d21_233_a_5,T10_d21_233_a_5.jpg,2022-04-24 14:39:22,T10,233,21,a,5,test
T10_d21_233_b_5,T10_d21_233_b_5.jpg,2022-04-24 14:39:27,T10,233,21,b,5,test
T10_d22_233_a_5,T10_d22_233_a_5.jpg,2022-04-25 14:32:20,T10,233,22,a,5,test
T10_d22_233_b_5,T10_d22_233_b_5.jpg,2022-04-25 14:32:25,T10,233,22,b,5,test
T10_d23_233_a_5,T10_d23_233_a_5.jpg,2022-04-26 11:58:37,T10,233,23,a,5,test
T10_d23_233_b_5,T10_d23_233_b_5.jpg,2022-04-26 11:58:42,T10,233,23,b,5,test
T10_d24_233_a_5,T10_d24_233_a_5.jpg,2022-04-27 15:16:10,T10,233,24,a,5,test
T10_d24_233_b_5,T10_d24_233_b_5.jpg,2022-04-27 15:16:15,T10,233,24,b,5,test
T10_d25_233_a_5,T10_d25_233_a_5.jpg,2022-04-28 17:56:48,T10,233,25,a,5,test
T10_d25_233_b_5,T10_d25_233_b_5.jpg,2022-04-28 17:56:53,T10,233,25,b,5,test
T10_d26_233_a_5,T10_d26_233_a_5.jpg,2022-04-29 14:21:58,T10,233,26,a,5,test
T10_d26_233_b_5,T10_d26_233_b_5.jpg,2022-04-29 14:22:03,T10,233,26,b,5,test
T10_d01_234_a_1,T10_d01_234_a_1.jpg,2022-04-03 18:26:07,T10,234,1,a,1,train
T10_d01_234_b_1,T10_d01_234_b_1.jpg,2022-04-03 18:26:18,T10,234,1,b,1,train
T10_d02_234_a_1,T10_d02_234_a_1.jpg,2022-04-05 10:48:43,T10,234,2,a,1,train
T10_d02_234_b_1,T10_d02_234_b_1.jpg,2022-04-05 10:48:52,T10,234,2,b,1,train
T10_d03_234_a_1,T10_d03_234_a_1.jpg,2022-04-06 10:21:35,T10,234,3,a,1,train
T10_d03_234_b_1,T10_d03_234_b_1.jpg,2022-04-06 10:21:50,T10,234,3,b,1,train
T10_d04_234_a_1,T10_d04_234_a_1.jpg,2022-04-07 10:18:58,T10,234,4,a,1,train
T10_d04_234_b_1,T10_d04_234_b_1.jpg,2022-04-07 10:19:06,T10,234,4,b,1,train
T10_d05_234_a_1,T10_d05_234_a_1.jpg,2022-04-08 10:56:33,T10,234,5,a,1,train
T10_d05_234_b_1,T10_d05_234_b_1.jpg,2022-04-08 10:56:41,T10,234,5,b,1,train
T10_d06_234_a_1,T10_d06_234_a_1.jpg,2022-04-09 11:02:45,T10,234,6,a,1,train
T10_d06_234_b_1,T10_d06_234_b_1.jpg,2022-04-09 11:02:53,T10,234,6,b,1,train
T10_d07_234_a_1,T10_d07_234_a_1.jpg,2022-04-10 11:06:18,T10,234,7,a,1,train
T10_d07_234_b_1,T10_d07_234_b_1.jpg,2022-04-10 11:06:25,T10,234,7,b,1,train
